index,DCN
loss_tr_l,"[0.4335, 0.4374]"
loss_tr_m,0.43545002
loss_tr_std,0.0019500107
auc_tr_l,"[0.5572, 0.5811]"
auc_tr_m,0.56915
auc_tr_s,0.01194999999999996
loss_te,0.43498668
auc_te,0.5266
