dm_overnight_mom_20_3,-0.068243146
sharpe_10_9,-0.071132734
dm_sharpe_20,-0.07620526
dm_rtn_10,-0.076721266
dm_intraday_mom_10_1,-0.07734774
sharpe_10_7,-0.08004642
dm_overnight_mom_10_4,-0.080741756
dm_overnight_mom_10,-0.08079317
sharpe_10_6,-0.083562925
sharpe_20_1,-0.08988284
sharpe_20_6,-0.09708808
rtn_10_5,-0.10020407
dm_intraday_mom_10,-0.101836644
dm_rtn_10_2,-0.10312431
dm_overnight_mom_200_2,-0.10470592
dm_overnight_mom_20_1,-0.10477324
dm_overnight_mom_200,-0.111533396
overnight_mom_10_3,-0.11232029
overnight_mom_10_6,-0.1294861
rtn_10_3,-0.14955704
sharpe_20_0,-0.18724592
